3.104e+00 6.556e-01 1.500e+01 2.370e+00
3.296e+00 2.286e+00 4.510e+02 3.824e-01
5.387e-01 2.156e+00 4.920e+02 3.394e-01
3.341e+00 5.013e+00 5.490e+02 1.759e-01
3.866e+00 1.798e+00 5.900e+02 5.719e-01
8.887e-01 1.289e+00 7.460e+02 5.833e-01
2.209e+00 1.391e+00 9.350e+02 7.573e-01
2.591e+00 2.727e+00 9.460e+02 2.920e-01
3.926e+00 1.958e+00 1.118e+03 5.036e-01
2.199e+00 1.312e+00 1.201e+03 8.866e-01
9.236e-01 2.358e+00 1.216e+03 4.382e-01
3.718e+00 1.786e+00 1.225e+03 5.607e-01
3.394e+00 9.739e-01 1.230e+03 1.324e+00
2.547e+00 4.643e+00 1.238e+03 1.806e-01
2.336e+00 2.059e+00 1.272e+03 5.326e-01
4.195e+00 2.569e+00 1.357e+03 2.942e-01
1.411e+00 5.372e+00 1.611e+03 2.339e-01
3.564e+00 5.458e+00 1.765e+03 6.669e-01
1.988e+00 5.341e+00 1.876e+03 1.974e-01
1.637e+00 3.536e+00 1.901e+03 3.153e-01
1.284e+00 3.453e+00 2.059e+03 2.604e-01
4.359e+00 3.169e+00 2.105e+03 4.256e-01
7.921e-01 4.909e+00 2.166e+03 2.432e-01
8.262e-01 2.414e+00 2.226e+03 8.430e-01
4.642e+00 3.642e+00 2.282e+03 2.888e-01
4.786e+00 1.902e+00 2.342e+03 4.494e-01
3.725e+00 1.507e+00 2.389e+03 6.819e-01
3.125e+00 9.168e-01 2.564e+03 1.375e+00
3.864e+00 5.175e+00 2.671e+03 2.029e-01
1.918e+00 1.322e+00 2.684e+03 3.204e+00
2.390e+00 2.625e+00 2.747e+03 3.064e-01
2.397e+00 3.294e+00 2.989e+03 2.766e-01
4.690e+00 4.044e+00 3.055e+03 2.212e-01
4.791e+00 1.122e+00 3.088e+03 1.036e+00
4.456e+00 1.345e+00 3.266e+03 1.329e-01
1.573e+00 4.887e+00 3.272e+03 2.534e-01
1.161e+00 3.808e+00 3.280e+03 2.219e-01
1.858e+00 4.271e+00 3.292e+03 2.454e-01
4.079e+00 3.773e+00 3.450e+03 3.969e-01
4.430e+00 1.294e+00 3.575e+03 9.081e-01
2.557e+00 3.589e+00 3.591e+03 2.820e-01
4.235e+00 1.383e+00 3.645e+03 6.421e-01
4.814e+00 5.389e+00 3.763e+03 3.273e+00
4.300e+00 1.016e+00 3.847e+03 1.690e+00
3.162e+00 4.463e+00 3.858e+03 2.240e-01
2.318e+00 4.856e+00 3.885e+03 5.837e-01
3.265e+00 1.351e+00 3.912e+03 1.842e-01
4.319e+00 5.405e+00 4.008e+03 1.290e-01
1.507e+00 3.005e+00 4.105e+03 4.116e-01
3.253e+00 5.429e+00 4.161e+03 1.737e-01
4.053e+00 5.320e+00 4.270e+03 2.123e-01
5.893e-01 1.530e+00 4.323e+03 7.379e-01
8.289e-01 9.794e-01 4.415e+03 2.583e+00
4.776e+00 1.274e+00 4.433e+03 8.958e-01
1.234e+00 1.378e+00 4.492e+03 9.506e-01
3.356e+00 1.691e+00 4.559e+03 5.313e-01
8.326e-01 3.866e+00 4.623e+03 2.231e-01
1.015e+00 3.164e+00 4.694e+03 3.395e+00
1.479e+00 4.950e+00 4.695e+03 2.306e-01
2.086e+00 9.260e-01 4.747e+03 1.551e+00
3.327e+00 2.059e+00 4.795e+03 4.559e-01
3.063e+00 1.947e+00 4.966e+03 5.968e-01
2.591e+00 8.008e-01 4.988e+03 2.332e+00
4.411e+00 2.468e+00 5.069e+03 4.485e-01
4.886e+00 2.921e+00 5.247e+03 4.195e-01
3.052e+00 1.463e+00 5.452e+03 1.467e+00
3.170e+00 5.458e+00 5.463e+03 1.458e-01
2.755e+00 4.411e+00 5.471e+03 2.443e-01
2.604e+00 2.144e+00 5.478e+03 5.783e-01
3.085e+00 1.774e+00 5.529e+03 5.079e-01
3.957e+00 1.236e+00 5.567e+03 6.768e-01
4.398e+00 9.809e-01 5.574e+03 9.834e-01
4.693e+00 8.533e-01 5.613e+03 1.522e+00
1.057e+00 1.056e+00 5.616e+03 1.277e+00
