3.908e+00 1.273e-01 4.630e+02 3.018e-01
1.463e+00 1.043e+00 6.020e+02 9.803e-01
1.903e+00 1.677e+00 7.820e+02 1.181e-01
2.756e+00 4.086e+00 1.472e+03 2.146e+00
2.201e+00 5.479e+00 1.508e+03 2.398e+00
2.633e+00 2.681e+00 1.762e+03 3.531e+00
4.033e+00 1.310e+00 2.160e+03 6.955e-01
4.035e+00 3.199e+00 2.256e+03 2.121e+00
6.618e-01 2.595e+00 2.619e+03 1.281e+00
4.232e+00 3.533e+00 2.905e+03 4.699e-01
2.656e+00 3.839e+00 2.968e+03 3.904e+00
3.552e+00 2.850e-01 3.726e+03 6.255e-01
6.031e-01 5.900e-01 3.755e+03 5.609e-01
4.122e+00 1.973e+00 3.933e+03 2.750e+00
4.199e+00 3.581e+00 4.511e+03 1.495e+00
4.634e+00 3.916e+00 5.079e+03 8.965e-01
2.483e+00 3.609e+00 5.691e+03 2.317e+00
4.623e+00 1.906e-01 6.325e+03 3.618e+00
7.152e-01 3.608e+00 6.573e+03 3.201e+00
2.157e+00 3.801e-01 7.451e+03 3.597e+00
1.823e+00 2.036e-01 7.566e+03 1.955e+00
3.221e+00 2.364e+00 7.783e+03 2.068e-01
4.622e+00 3.281e+00 8.663e+03 3.285e+00
1.859e+00 3.842e+00 8.694e+03 9.663e-01
2.412e+00 1.993e+00 8.818e+03 1.439e+00
2.405e+00 5.293e+00 8.859e+03 1.930e+00
3.068e+00 4.204e-01 8.861e+03 3.925e+00
2.469e+00 2.229e+00 9.159e+03 2.757e+00
3.192e+00 2.661e+00 9.813e+03 3.446e+00
1.026e+00 1.640e+00 1.033e+04 2.216e+00
9.685e-01 4.721e+00 1.090e+04 2.729e+00
7.886e-01 4.518e-01 1.108e+04 1.004e-01
1.253e+00 3.045e+00 1.125e+04 3.918e+00
4.378e+00 3.590e+00 1.190e+04 1.933e+00
2.472e+00 2.611e+00 1.299e+04 1.403e+00
1.158e+00 5.021e+00 1.311e+04 3.189e+00
5.754e-01 4.273e+00 1.351e+04 5.813e-01
2.250e+00 1.610e-01 1.396e+04 1.563e+00
1.098e+00 1.996e-01 1.499e+04 1.024e+00
4.302e+00 2.420e+00 1.505e+04 1.748e+00
2.425e+00 1.151e-01 1.511e+04 3.435e+00
3.977e+00 4.393e+00 1.528e+04 1.372e-01
2.484e+00 4.419e-01 1.662e+04 9.780e-01
2.882e+00 1.640e-01 1.668e+04 3.914e+00
4.640e+00 4.130e-01 1.705e+04 3.306e+00
3.052e+00 3.600e-01 1.738e+04 5.329e-01
6.529e-01 3.837e+00 1.808e+04 1.207e+00
4.446e+00 1.078e-01 1.822e+04 3.243e-01
3.419e+00 2.780e+00 1.923e+04 2.709e+00
1.380e+00 1.965e-01 2.020e+04 9.731e-01
8.468e-01 3.289e+00 2.049e+04 1.476e+00
3.138e+00 3.131e-01 2.139e+04 3.531e+00
2.554e+00 2.480e+00 2.155e+04 3.756e+00
6.133e-01 1.287e-01 2.202e+04 2.854e-01
4.399e+00 1.881e+00 2.255e+04 2.947e+00
3.988e+00 4.141e+00 2.264e+04 2.642e+00
2.351e+00 4.361e+00 2.274e+04 1.930e+00
4.872e+00 1.417e+00 2.306e+04 2.649e-01
1.298e+00 4.571e+00 2.351e+04 8.553e-01
3.512e+00 2.642e+00 2.359e+04 2.356e+00
4.704e+00 4.130e+00 2.370e+04 3.464e+00
4.358e+00 5.792e-01 2.382e+04 1.655e+00
2.639e+00 2.304e-01 2.391e+04 2.509e+00
1.456e+00 1.283e+00 2.428e+04 1.747e+00
1.764e+00 1.177e+00 2.437e+04 2.625e-01
2.177e+00 4.569e+00 2.482e+04 2.300e+00
3.221e+00 4.146e-01 2.486e+04 3.496e+00
9.854e-01 1.155e+00 2.507e+04 5.337e-01
4.302e+00 3.658e+00 2.517e+04 3.197e+00
9.070e-01 1.984e-01 2.533e+04 2.330e+00
4.650e+00 1.499e+00 2.554e+04 1.448e+00
4.157e+00 7.405e-01 2.640e+04 2.591e+00
6.536e-01 2.697e+00 2.646e+04 6.519e-01
4.516e+00 4.000e+00 2.674e+04 3.036e+00
1.350e+00 2.740e+00 2.778e+04 8.638e-01
2.618e+00 1.535e+00 2.889e+04 8.264e-01
3.342e+00 1.956e+00 3.119e+04 2.147e+00
4.708e+00 1.428e+00 3.248e+04 2.581e+00
2.284e+00 2.330e+00 3.249e+04 3.602e-01
9.369e-01 3.391e+00 3.275e+04 9.753e-01
4.399e+00 2.442e+00 3.280e+04 3.594e+00
4.835e+00 4.060e+00 3.320e+04 2.207e+00
2.776e+00 7.861e-01 3.346e+04 1.527e+00
3.648e+00 2.332e+00 3.381e+04 1.421e+00
4.904e+00 8.030e-01 3.537e+04 1.207e+00
2.198e+00 4.166e-01 3.542e+04 2.040e+00
3.138e+00 5.412e+00 3.627e+04 2.678e+00
2.633e+00 2.424e+00 3.630e+04 3.350e+00
2.363e+00 1.064e-01 3.693e+04 3.252e+00
3.195e+00 4.255e+00 3.742e+04 2.997e+00
2.782e+00 4.852e+00 3.774e+04 1.842e+00
2.613e+00 5.163e+00 3.804e+04 7.303e-01
4.010e+00 1.720e+00 3.875e+04 3.478e+00
4.940e+00 4.582e+00 3.911e+04 3.503e+00
2.932e+00 1.360e-01 3.942e+04 9.140e-01
1.421e+00 4.274e+00 3.950e+04 2.835e+00
3.246e+00 4.692e+00 3.958e+04 3.289e+00
2.032e+00 1.889e+00 3.997e+04 7.347e-01
2.487e+00 1.304e+00 4.020e+04 3.164e+00
1.434e+00 1.055e-01 4.052e+04 3.066e+00
3.312e+00 1.386e+00 4.074e+04 5.145e-01
7.423e-01 1.810e+00 4.232e+04 3.524e-01
4.451e+00 1.507e-01 4.262e+04 2.921e+00
3.320e+00 6.107e-01 4.266e+04 1.601e+00
3.761e+00 6.427e-01 4.313e+04 3.127e+00
1.114e+00 7.229e-01 4.337e+04 3.714e+00
2.790e+00 4.418e+00 4.351e+04 2.719e+00
4.730e+00 1.166e+00 4.362e+04 3.847e+00
3.777e+00 2.625e+00 4.374e+04 9.870e-01
1.567e+00 3.650e+00 4.468e+04 3.452e+00
3.983e+00 2.208e+00 4.602e+04 3.409e+00
1.978e+00 4.769e+00 4.635e+04 2.846e+00
2.128e+00 4.894e+00 4.644e+04 1.831e+00
4.104e+00 1.454e-01 4.710e+04 3.134e+00
4.526e+00 1.234e+00 4.845e+04 2.150e+00
1.670e+00 1.141e+00 4.905e+04 2.403e+00
3.908e+00 4.300e+00 4.942e+04 2.690e-01
4.187e+00 3.739e+00 4.952e+04 1.262e+00
2.033e+00 4.392e-01 5.004e+04 1.938e+00
1.423e+00 2.105e+00 5.009e+04 1.650e+00
3.026e+00 1.069e+00 5.055e+04 2.415e+00
2.187e+00 2.629e-01 5.069e+04 2.905e+00
2.250e+00 3.243e-01 5.190e+04 3.549e+00
2.879e+00 1.931e-01 5.200e+04 4.153e-01
1.571e+00 5.518e+00 5.239e+04 3.626e+00
2.658e+00 5.172e-01 5.262e+04 6.508e-01
4.245e+00 3.581e+00 5.338e+04 3.747e+00
1.754e+00 1.761e-01 5.343e+04 2.921e+00
1.092e+00 4.980e-01 5.344e+04 1.209e+00
4.171e+00 3.320e+00 5.347e+04 3.370e+00
1.413e+00 2.189e+00 5.376e+04 1.767e+00
1.982e+00 5.052e+00 5.423e+04 3.656e+00
2.802e+00 1.445e+00 5.519e+04 3.549e+00
3.240e+00 2.707e+00 5.651e+04 3.304e+00
4.219e+00 8.096e-01 5.659e+04 9.273e-01
2.686e+00 2.670e+00 5.686e+04 2.006e+00
3.477e+00 8.788e-01 5.769e+04 1.025e+00
1.408e+00 2.157e+00 5.842e+04 3.278e+00
4.974e+00 2.575e+00 5.844e+04 4.251e-01
3.294e+00 1.098e-01 5.878e+04 1.615e+00
4.934e+00 2.715e+00 5.924e+04 2.303e-01
7.176e-01 6.858e-01 5.927e+04 1.207e+00
3.385e+00 3.612e-01 5.949e+04 1.597e+00
1.582e+00 3.908e+00 5.956e+04 1.819e+00
3.306e+00 4.847e+00 6.045e+04 2.733e+00
4.271e+00 1.105e+00 6.046e+04 1.554e+00
2.220e+00 2.691e+00 6.046e+04 3.417e+00
3.448e+00 5.330e-01 6.103e+04 6.834e-01
2.894e+00 1.497e-01 6.122e+04 3.930e+00
2.839e+00 2.783e-01 6.162e+04 3.023e+00
4.076e+00 2.650e+00 6.165e+04 3.689e-01
3.883e+00 1.402e+00 6.165e+04 1.442e+00
7.518e-01 3.564e+00 6.251e+04 1.255e+00
2.416e+00 2.730e+00 6.293e+04 2.688e+00
3.862e+00 5.275e+00 6.299e+04 1.178e+00
3.148e+00 4.334e+00 6.303e+04 2.086e+00
2.200e+00 5.339e+00 6.312e+04 1.127e+00
2.799e+00 3.167e+00 6.337e+04 1.884e-01
3.491e+00 3.506e+00 6.386e+04 1.160e+00
3.838e+00 2.429e+00 6.424e+04 4.316e-01
5.465e-01 3.821e+00 6.428e+04 1.397e+00
4.670e+00 3.050e+00 6.447e+04 1.502e+00
3.700e+00 1.814e+00 6.456e+04 2.165e+00
4.038e+00 1.988e+00 6.466e+04 1.160e+00
